canoe,"{{tts en_US:canoe}}
【等級】Level 4
【翻譯】獨木舟
【搭配詞】paddle a canoe / canoe trip / wooden canoe
【例句】They paddled a canoe across the lake.
{{tts en_US:They paddled a canoe across the lake.}}
【用法說明】canoe 指狹長的小船
【翻譯】他們划著獨木舟穿過湖面。"
canvas,"{{tts en_US:canvas}}
【等級】Level 5
【翻譯】帆布；畫布
【搭配詞】canvas bag / paint on canvas / canvas shoes
【例句】She painted the scene on canvas.
{{tts en_US:She painted the scene on canvas.}}
【用法說明】canvas 可指畫布或帆布材質
【翻譯】她把那個景色畫在畫布上。"
canyon,"{{tts en_US:canyon}}
【等級】Level 3
【翻譯】峽谷
【搭配詞】deep canyon / canyon trail / grand canyon
【例句】We hiked through the canyon all morning.
{{tts en_US:We hiked through the canyon all morning.}}
【用法說明】canyon 指兩側陡峭的峽谷
【翻譯】我們整個早上都在峽谷裡健行。"
cap,"{{tts en_US:cap}}
【等級】Level 1
【翻譯】帽子；瓶蓋；上限
【搭配詞】baseball cap / bottle cap / salary cap
【例句】He wore a cap to keep the sun off.
{{tts en_US:He wore a cap to keep the sun off.}}
【用法說明】cap 可指帽子，也可指蓋子或上限
【翻譯】他戴了頂帽子遮太陽。"
capability,"{{tts en_US:capability}}
【等級】Level 5
【翻譯】能力；性能
【搭配詞】technical capability / capability to / improve capability
【例句】The phone has impressive camera capabilities.
{{tts en_US:The phone has impressive camera capabilities.}}
【用法說明】capability 指能做到某事的能力或功能
【翻譯】這支手機的拍照功能很厲害。"
capable,"{{tts en_US:capable}}
【等級】Level 3
【翻譯】有能力的；能幹的
【搭配詞】capable of / highly capable / capable team
【例句】She's capable of handling the job alone.
{{tts en_US:She's capable of handling the job alone.}}
【用法說明】be capable of + V-ing / 名詞
【翻譯】她有能力獨自處理這份工作。"
capacity,"{{tts en_US:capacity}}
【等級】Level 4
【翻譯】容量；能力；產能
【搭配詞】full capacity / storage capacity / mental capacity
【例句】The hall can hold 500 people at full capacity.
{{tts en_US:The hall can hold 500 people at full capacity.}}
【用法說明】capacity 指可容納的量或做事能力
【翻譯】這個大廳滿載可容納五百人。"
cape,"{{tts en_US:cape}}
【等級】Level 6
【翻譯】披風；海角
【搭配詞】wear a cape / superhero cape / rocky cape
【例句】The child wore a red cape for Halloween.
{{tts en_US:The child wore a red cape for Halloween.}}
【用法說明】cape 可指披風，也可指海角
【翻譯】那個孩子萬聖節穿了紅色披風。"
capital,"{{tts en_US:capital}}
【等級】Level 2
【翻譯】首都；資本；大寫字母
【搭配詞】capital city / raise capital / capital letter
【例句】Taipei is the capital of Taiwan.
{{tts en_US:Taipei is the capital of Taiwan.}}
【用法說明】capital 常見意思是首都，也可指資本
【翻譯】台北是台灣的首都。"
capitalism,"{{tts en_US:capitalism}}
【等級】Level 4
【翻譯】資本主義
【搭配詞】modern capitalism / criticize capitalism / global capitalism
【例句】The class discussed the history of capitalism.
{{tts en_US:The class discussed the history of capitalism.}}
【用法說明】capitalism 指以資本運作為核心的經濟制度
【翻譯】那堂課討論了資本主義的歷史。"
capitalist,"{{tts en_US:capitalist}}
【等級】Level 4
【翻譯】資本家；資本主義的
【搭配詞】capitalist system / wealthy capitalist / capitalist economy
【例句】He wrote a book about capitalist society.
{{tts en_US:He wrote a book about capitalist society.}}
【用法說明】capitalist 可作名詞或形容詞
【翻譯】他寫了一本關於資本主義社會的書。"
capsule,"{{tts en_US:capsule}}
【等級】Level 6
【翻譯】膠囊；小艙
【搭配詞】vitamin capsule / time capsule / space capsule
【例句】The doctor told me to take one capsule after dinner.
{{tts en_US:The doctor told me to take one capsule after dinner.}}
【用法說明】capsule 常指藥用膠囊，也可指小型密閉艙體
【翻譯】醫生叫我晚餐後吃一顆膠囊。"
captain,"{{tts en_US:captain}}
【等級】Level 3
【翻譯】隊長；船長；機長
【搭配詞】team captain / ship captain / captain of the team
【例句】She was chosen as the team captain.
{{tts en_US:She was chosen as the team captain.}}
【用法說明】captain 指帶領團隊或船隻的人
【翻譯】她被選為隊長。"
caption,"{{tts en_US:caption}}
【等級】Level 6
【翻譯】圖片說明；字幕
【搭配詞】photo caption / write a caption / funny caption
【例句】I added a short caption under the photo.
{{tts en_US:I added a short caption under the photo.}}
【用法說明】caption 指圖片下方的文字說明，也可指字幕
【翻譯】我在照片下方加了一段簡短說明。"
captive,"{{tts en_US:captive}}
【等級】Level 6
【翻譯】被囚禁的；俘虜
【搭配詞】keep someone captive / captive animal / captive audience
【例句】The bird had been kept captive for years.
{{tts en_US:The bird had been kept captive for years.}}
【用法說明】captive 表示被關住、失去自由
【翻譯】那隻鳥被關了很多年。"
captivity,"{{tts en_US:captivity}}
【等級】Level 6
【翻譯】囚禁；關押
【搭配詞】live in captivity / years of captivity / escape captivity
【例句】The animal spent most of its life in captivity.
{{tts en_US:The animal spent most of its life in captivity.}}
【用法說明】captivity 指被囚禁的狀態
【翻譯】那隻動物大半輩子都被圈養。"
capture,"{{tts en_US:capture}}
【等級】Level 3
【翻譯】捕捉；拍下；占領
【搭配詞】capture a photo / capture the moment / capture the city
【例句】She captured the sunset on her phone.
{{tts en_US:She captured the sunset on her phone.}}
【用法說明】capture 可指抓住實體，也可指拍下畫面
【翻譯】她用手機拍下了夕陽。"
car,"{{tts en_US:car}}
【等級】Level 1
【翻譯】汽車
【搭配詞】drive a car / car key / car accident
【例句】I left my bag in the car.
{{tts en_US:I left my bag in the car.}}
【用法說明】car 指一般汽車
【翻譯】我把包包忘在車上了。"
carbon,"{{tts en_US:carbon}}
【等級】Level 5
【翻譯】碳
【搭配詞】carbon dioxide / carbon copy / carbon footprint
【例句】Plants absorb carbon dioxide from the air.
{{tts en_US:Plants absorb carbon dioxide from the air.}}
【用法說明】carbon 常見於科學與環境相關用法
【翻譯】植物會吸收空氣中的二氧化碳。"
card,"{{tts en_US:card}}
【等級】Level 1
【翻譯】卡片；卡
【搭配詞】credit card / birthday card / ID card
【例句】I paid by card.
{{tts en_US:I paid by card.}}
【用法說明】card 可指付款卡、證件卡或賀卡
【翻譯】我是刷卡付款的。"
cardboard,"{{tts en_US:cardboard}}
【等級】Level 6
【翻譯】硬紙板；紙板製的
【搭配詞】cardboard box / cardboard cutout / made of cardboard
【例句】The package came in a cardboard box.
{{tts en_US:The package came in a cardboard box.}}
【用法說明】cardboard 指較硬的紙板材料
【翻譯】那個包裹是裝在紙箱裡寄來的。"
cardinal,"{{tts en_US:cardinal}}
【等級】Level 6
【翻譯】主要的；紅衣主教；基數
【搭配詞】cardinal rule / cardinal number / cardinal direction
【例句】Honesty is one of the cardinal rules here.
{{tts en_US:Honesty is one of the cardinal rules here.}}
【用法說明】cardinal 常見意思是『最重要的』
【翻譯】誠實是這裡最重要的規則之一。"
care,"{{tts en_US:care}}
【等級】Level 1
【翻譯】照顧；小心；在意
【搭配詞】take care / care about / health care
【例句】Take care on your way home.
{{tts en_US:Take care on your way home.}}
【用法說明】care 可表示照顧、關心或小心
【翻譯】回家路上小心。"
career,"{{tts en_US:career}}
【等級】Level 3
【翻譯】職業；生涯
【搭配詞】career path / career change / start a career
【例句】She's starting a new career in design.
{{tts en_US:She's starting a new career in design.}}
【用法說明】career 指長期職涯方向
【翻譯】她正要展開設計方面的新職涯。"
carefree,"{{tts en_US:carefree}}
【等級】Level 6
【翻譯】無憂無慮的
【搭配詞】carefree life / carefree smile / feel carefree
【例句】The kids looked happy and carefree.
{{tts en_US:The kids looked happy and carefree.}}
【用法說明】carefree 形容沒有煩惱、很輕鬆
【翻譯】孩子們看起來快樂又無憂無慮。"
careful,"{{tts en_US:careful}}
【等級】Level 1
【翻譯】小心的；仔細的
【搭配詞】be careful / careful planning / careful with
【例句】Be careful with that glass.
{{tts en_US:Be careful with that glass.}}
【用法說明】be careful with + 東西 很常見
【翻譯】那個玻璃杯要小心。"
caretaker,"{{tts en_US:caretaker}}
【等級】Level 6
【翻譯】照顧者；管理員
【搭配詞】building caretaker / elderly caretaker / temporary caretaker
【例句】The caretaker locked the gate at night.
{{tts en_US:The caretaker locked the gate at night.}}
【用法說明】caretaker 可指照顧人或管理場所的人
【翻譯】那位管理員晚上把大門鎖上了。"
cargo,"{{tts en_US:cargo}}
【等級】Level 4
【翻譯】貨物
【搭配詞】air cargo / cargo ship / cargo hold
【例句】The cargo arrived at the port this morning.
{{tts en_US:The cargo arrived at the port this morning.}}
【用法說明】cargo 指運輸中的貨物
【翻譯】這批貨今天早上抵達港口。"
carnival,"{{tts en_US:carnival}}
【等級】Level 5
【翻譯】嘉年華；園遊會
【搭配詞】summer carnival / carnival ride / attend a carnival
【例句】The town holds a carnival every summer.
{{tts en_US:The town holds a carnival every summer.}}
【用法說明】carnival 指熱鬧的大型慶典活動
【翻譯】這個小鎮每年夏天都會舉辦嘉年華。"
carpenter,"{{tts en_US:carpenter}}
【等級】Level 3
【翻譯】木匠
【搭配詞】skilled carpenter / local carpenter / carpenter's tools
【例句】The carpenter built the table by hand.
{{tts en_US:The carpenter built the table by hand.}}
【用法說明】carpenter 指做木工的人
【翻譯】那位木匠親手做了那張桌子。"
carpet,"{{tts en_US:carpet}}
【等級】Level 3
【翻譯】地毯
【搭配詞】red carpet / living room carpet / vacuum the carpet
【例句】We bought a new carpet for the bedroom.
{{tts en_US:We bought a new carpet for the bedroom.}}
【用法說明】carpet 指鋪在地上的地毯
【翻譯】我們替臥室買了一張新地毯。"
carriage,"{{tts en_US:carriage}}
【等級】Level 3
【翻譯】馬車；車廂
【搭配詞】horse carriage / train carriage / baby carriage
【例句】They rode in a horse carriage around the park.
{{tts en_US:They rode in a horse carriage around the park.}}
【用法說明】carriage 可指馬車或列車車廂
【翻譯】他們坐馬車繞公園一圈。"
carrier,"{{tts en_US:carrier}}
【等級】Level 4
【翻譯】搬運者；載體；電信業者
【搭配詞】aircraft carrier / disease carrier / phone carrier
【例句】Who's your phone carrier?
{{tts en_US:Who's your phone carrier?}}
【用法說明】carrier 有多種意思，口語常見是電信業者
【翻譯】你的電信業者是哪一家？"
carrot,"{{tts en_US:carrot}}
【等級】Level 1
【翻譯】胡蘿蔔
【搭配詞】chopped carrot / carrot cake / carrot soup
【例句】She cut the carrot into small pieces.
{{tts en_US:She cut the carrot into small pieces.}}
【用法說明】carrot 指胡蘿蔔
【翻譯】她把胡蘿蔔切成小塊。"
carry,"{{tts en_US:carry}}
【等級】Level 1
【翻譯】攜帶；搬運
【搭配詞】carry a bag / carry on / carry a baby
【例句】Can you carry this box for me?
{{tts en_US:Can you carry this box for me?}}
【用法說明】carry 表示拿著或搬運某物
【翻譯】你可以幫我搬這個箱子嗎？"
cart,"{{tts en_US:cart}}
【等級】Level 3
【翻譯】手推車；購物車
【搭配詞】shopping cart / push a cart / cart full of
【例句】I left the milk in the shopping cart.
{{tts en_US:I left the milk in the shopping cart.}}
【用法說明】cart 指有輪子的推車
【翻譯】我把牛奶忘在購物車裡了。"
carton,"{{tts en_US:carton}}
【等級】Level 6
【翻譯】紙盒；紙箱
【搭配詞】milk carton / carton of eggs / cardboard carton
【例句】He bought a carton of milk on the way home.
{{tts en_US:He bought a carton of milk on the way home.}}
【用法說明】carton 指紙盒包裝
【翻譯】他回家路上買了一盒牛奶。"
cartoon,"{{tts en_US:cartoon}}
【等級】Level 2
【翻譯】卡通；漫畫
【搭配詞】watch cartoons / cartoon character / newspaper cartoon
【例句】My son loves old cartoons.
{{tts en_US:My son loves old cartoons.}}
【用法說明】cartoon 指動畫或漫畫式插圖
【翻譯】我兒子很喜歡老卡通。"
carve,"{{tts en_US:carve}}
【等級】Level 4
【翻譯】雕刻；切開
【搭配詞】carve wood / carve a turkey / carve into
【例句】He carved his name into the desk.
{{tts en_US:He carved his name into the desk.}}
【用法說明】carve 指用刀刻出形狀或字
【翻譯】他把自己的名字刻在桌子上。"
case,"{{tts en_US:case}}
【等級】Level 1
【翻譯】情況；箱子；案例
【搭配詞】in that case / phone case / a case of flu
【例句】In that case, let's leave early.
{{tts en_US:In that case, let's leave early.}}
【用法說明】case 有很多意思，口語常見是『情況』
【翻譯】既然這樣，我們就早點走吧。"
cash,"{{tts en_US:cash}}
【等級】Level 2
【翻譯】現金
【搭配詞】pay in cash / cash payment / cash only
【例句】Do you have any cash with you?
{{tts en_US:Do you have any cash with you?}}
【用法說明】cash 指現金，不是刷卡或轉帳
【翻譯】你身上有現金嗎？"
cashier,"{{tts en_US:cashier}}
【等級】Level 6
【翻譯】收銀員
【搭配詞】store cashier / talk to the cashier / cashier counter
【例句】The cashier gave me the wrong change.
{{tts en_US:The cashier gave me the wrong change.}}
【用法說明】cashier 指在店裡收款的人
【翻譯】那位收銀員找錯錢給我了。"
casino,"{{tts en_US:casino}}
【等級】Level 5
【翻譯】賭場
【搭配詞】go to a casino / casino hotel / casino game
【例句】They visited a casino during the trip.
{{tts en_US:They visited a casino during the trip.}}
【用法說明】casino 指提供賭博娛樂的場所
【翻譯】他們旅行時去了一家賭場。"
cast,"{{tts en_US:cast}}
【等級】Level 3
【翻譯】投射；演員陣容；石膏
【搭配詞】cast a shadow / movie cast / cast a vote
【例句】The tree cast a long shadow.
{{tts en_US:The tree cast a long shadow.}}
【用法說明】cast 有很多意思，這裡採最常見的『投射』
【翻譯】那棵樹投下了一道長長的影子。"
castle,"{{tts en_US:castle}}
【等級】Level 2
【翻譯】城堡
【搭配詞】old castle / sand castle / castle wall
【例句】We visited a castle on our trip to Europe.
{{tts en_US:We visited a castle on our trip to Europe.}}
【用法說明】castle 指城堡
【翻譯】我們去歐洲旅行時參觀了一座城堡。"
casual,"{{tts en_US:casual}}
【等級】Level 3
【翻譯】休閒的；隨意的
【搭配詞】casual clothes / casual conversation / casual style
【例句】Friday is a casual dress day at work.
{{tts en_US:Friday is a casual dress day at work.}}
【用法說明】casual 形容不正式、輕鬆的風格
【翻譯】星期五是公司可以穿休閒服的日子。"
casualty,"{{tts en_US:casualty}}
【等級】Level 6
【翻譯】傷亡者；意外受害者
【搭配詞】civilian casualty / war casualty / casualty report
【例句】The accident caused several casualties.
{{tts en_US:The accident caused several casualties.}}
【用法說明】casualty 多用於事故、災難或戰爭語境
【翻譯】這起事故造成多人傷亡。"
cat,"{{tts en_US:cat}}
【等級】Level 1
【翻譯】貓
【搭配詞】pet cat / black cat / cat food
【例句】The cat is sleeping on the sofa.
{{tts en_US:The cat is sleeping on the sofa.}}
【用法說明】cat 指家貓或貓科動物
【翻譯】那隻貓正在沙發上睡覺。"
catalogue,"{{tts en_US:catalogue}}
【等級】Level 4
【翻譯】目錄；商品冊
【搭配詞】product catalogue / online catalogue / browse the catalogue
【例句】I looked through the catalogue before ordering.
{{tts en_US:I looked through the catalogue before ordering.}}
【用法說明】catalogue 指列出商品或資料的目錄
【翻譯】我下單前先翻了一下商品目錄。"
catastrophe,"{{tts en_US:catastrophe}}
【等級】Level 6
【翻譯】災難；大禍
【搭配詞】natural catastrophe / avoid catastrophe / complete catastrophe
【例句】Losing all the data would be a catastrophe.
{{tts en_US:Losing all the data would be a catastrophe.}}
【用法說明】catastrophe 指非常嚴重的災難
【翻譯】如果資料全不見，那會是一場災難。"
catch,"{{tts en_US:catch}}
【等級】Level 1
【翻譯】抓住；接住；趕上
【搭配詞】catch the bus / catch a ball / catch a cold
【例句】Run, or we'll miss the train and have to catch the next one.
{{tts en_US:Run, or we'll miss the train and have to catch the next one.}}
【用法說明】catch 很常見，表示抓住、趕上或感染
【翻譯】快跑，不然我們趕不上火車，只能搭下一班。"
category,"{{tts en_US:category}}
【等級】Level 4
【翻譯】類別；種類
【搭配詞】product category / in this category / category list
【例句】This item belongs in a different category.
{{tts en_US:This item belongs in a different category.}}
【用法說明】category 指分類
【翻譯】這個項目應該歸到另一個類別。"
cater,"{{tts en_US:cater}}
【等級】Level 6
【翻譯】供應餐飲；迎合
【搭配詞】cater for / cater to / catering service
【例句】The restaurant caters for large groups.
{{tts en_US:The restaurant caters for large groups.}}
【用法說明】cater for/to 表示提供服務或迎合需求
【翻譯】這家餐廳可以接待大型團體。"
caterpillar,"{{tts en_US:caterpillar}}
【等級】Level 6
【翻譯】毛毛蟲
【搭配詞】green caterpillar / butterfly caterpillar / crawling caterpillar
【例句】A caterpillar crawled across the leaf.
{{tts en_US:A caterpillar crawled across the leaf.}}
【用法說明】caterpillar 指會變成蝴蝶或蛾的幼蟲
【翻譯】一隻毛毛蟲爬過葉子。"
cathedral,"{{tts en_US:cathedral}}
【等級】Level 5
【翻譯】大教堂
【搭配詞】old cathedral / visit the cathedral / cathedral square
【例句】We visited the cathedral in the city center.
{{tts en_US:We visited the cathedral in the city center.}}
【用法說明】cathedral 指大型重要教堂
【翻譯】我們參觀了市中心的大教堂。"
cattle,"{{tts en_US:cattle}}
【等級】Level 3
【翻譯】牛群；家畜
【搭配詞】raise cattle / cattle farm / head of cattle
【例句】The farmer raises cattle on the hill.
{{tts en_US:The farmer raises cattle on the hill.}}
【用法說明】cattle 是集合名詞，指牛群
【翻譯】那位農夫在山坡上養牛。"
cause,"{{tts en_US:cause}}
【等級】Level 2
【翻譯】造成；原因
【搭配詞】cause trouble / cause an accident / main cause
【例句】Lack of sleep can cause headaches.
{{tts en_US:Lack of sleep can cause headaches.}}
【用法說明】cause 可作動詞或名詞
【翻譯】睡眠不足會造成頭痛。"
caution,"{{tts en_US:caution}}
【等級】Level 5
【翻譯】小心；警告
【搭配詞】with caution / use caution / word of caution
【例句】Drive with caution in heavy rain.
{{tts en_US:Drive with caution in heavy rain.}}
【用法說明】caution 指謹慎，也可指正式警告
【翻譯】下大雨時開車要小心。"
cautious,"{{tts en_US:cautious}}
【等級】Level 5
【翻譯】小心的；謹慎的
【搭配詞】be cautious / cautious approach / cautious about
【例句】He's cautious about lending money.
{{tts en_US:He's cautious about lending money.}}
【用法說明】cautious 形容做事很小心
【翻譯】他在借錢這件事上很謹慎。"
cave,"{{tts en_US:cave}}
【等級】Level 3
【翻譯】洞穴
【搭配詞】dark cave / cave entrance / explore a cave
【例句】The hikers rested near the cave entrance.
{{tts en_US:The hikers rested near the cave entrance.}}
【用法說明】cave 指天然洞穴
【翻譯】登山客在洞口附近休息。"
cavity,"{{tts en_US:cavity}}
【等級】Level 6
【翻譯】洞；蛀牙
【搭配詞】tooth cavity / body cavity / fill a cavity
【例句】The dentist found a cavity in my tooth.
{{tts en_US:The dentist found a cavity in my tooth.}}
【用法說明】cavity 常見於牙科語境，指蛀洞
【翻譯】牙醫發現我有蛀牙。"
cease,"{{tts en_US:cease}}
【等級】Level 4
【翻譯】停止；終止
【搭配詞】cease operations / cease to exist / cease doing
【例句】The rain finally ceased in the afternoon.
{{tts en_US:The rain finally ceased in the afternoon.}}
【用法說明】cease 是較正式的 stop
【翻譯】下午雨終於停了。"
ceiling,"{{tts en_US:ceiling}}
【等級】Level 2
【翻譯】天花板；上限
【搭配詞】paint the ceiling / glass ceiling / ceiling fan
【例句】The bedroom has a high ceiling.
{{tts en_US:The bedroom has a high ceiling.}}
【用法說明】ceiling 可指房間天花板，也可比喻上限
【翻譯】那間臥室的天花板很高。"
celebrate,"{{tts en_US:celebrate}}
【等級】Level 1
【翻譯】慶祝
【搭配詞】celebrate a birthday / celebrate success / celebrate with friends
【例句】We went out to celebrate her birthday.
{{tts en_US:We went out to celebrate her birthday.}}
【用法說明】celebrate 指為特別日子或成就慶祝
【翻譯】我們出去替她慶生。"
celebration,"{{tts en_US:celebration}}
【等級】Level 4
【翻譯】慶祝；慶典
【搭配詞】birthday celebration / celebration dinner / in celebration of
【例句】The whole town joined the celebration.
{{tts en_US:The whole town joined the celebration.}}
【用法說明】celebration 指慶祝活動
【翻譯】整個小鎮都參加了這場慶祝活動。"
celebrity,"{{tts en_US:celebrity}}
【等級】Level 5
【翻譯】名人；明星
【搭配詞】movie celebrity / local celebrity / celebrity news
【例句】The restaurant is popular with celebrities.
{{tts en_US:The restaurant is popular with celebrities.}}
【用法說明】celebrity 指知名人物
【翻譯】那家餐廳很受名人歡迎。"
celery,"{{tts en_US:celery}}
【等級】Level 6
【翻譯】芹菜
【搭配詞】chopped celery / celery soup / celery sticks
【例句】She added celery to the salad.
{{tts en_US:She added celery to the salad.}}
【用法說明】celery 指芹菜
【翻譯】她在沙拉裡加了芹菜。"
cell,"{{tts en_US:cell}}
【等級】Level 2
【翻譯】細胞；小房間；電池格
【搭配詞】brain cell / prison cell / cell division
【例句】Your body is made of billions of cells.
{{tts en_US:Your body is made of billions of cells.}}
【用法說明】cell 最常見是生物學裡的細胞
【翻譯】你的身體由數十億個細胞組成。"
cellphone,"{{tts en_US:cellphone}}
【等級】Level 1
【翻譯】手機
【搭配詞】use a cellphone / cellphone number / cellphone screen
【例句】I left my cellphone on the desk.
{{tts en_US:I left my cellphone on the desk.}}
【用法說明】cellphone 指手機
【翻譯】我把手機忘在桌上了。"
cellular,"{{tts en_US:cellular}}
【等級】Level 6
【翻譯】細胞的；行動通訊的
【搭配詞】cellular level / cellular network / cellular signal
【例句】The island has a weak cellular signal.
{{tts en_US:The island has a weak cellular signal.}}
【用法說明】cellular 常見於行動網路或生物學語境
【翻譯】那座島上的手機訊號很弱。"
Celsius,"{{tts en_US:Celsius}}
【等級】Level 6
【翻譯】攝氏
【搭配詞】degrees Celsius / below zero Celsius / 30 Celsius
【例句】It's over 35 degrees Celsius today.
{{tts en_US:It's over 35 degrees Celsius today.}}
【用法說明】Celsius 是攝氏溫標
【翻譯】今天超過攝氏三十五度。"
cement,"{{tts en_US:cement}}
【等級】Level 6
【翻譯】水泥；鞏固
【搭配詞】cement wall / wet cement / cement a relationship
【例句】They poured cement for the new floor.
{{tts en_US:They poured cement for the new floor.}}
【用法說明】cement 可指建材，也可比喻鞏固關係
【翻譯】他們替新地板灌了水泥。"
cemetery,"{{tts en_US:cemetery}}
【等級】Level 5
【翻譯】墓地；公墓
【搭配詞】old cemetery / cemetery gate / visit the cemetery
【例句】They visited the cemetery on the holiday.
{{tts en_US:They visited the cemetery on the holiday.}}
【用法說明】cemetery 指埋葬死者的地方
【翻譯】他們在假日去掃墓。"
census,"{{tts en_US:census}}
【等級】Level 6
【翻譯】人口普查；普查
【搭配詞】national census / census data / take a census
【例句】The government released the latest census data.
{{tts en_US:The government released the latest census data.}}
【用法說明】census 指對人口或其他資料的全面調查
【翻譯】政府公布了最新的人口普查資料。"
cent,"{{tts en_US:cent}}
【等級】Level 1
【翻譯】分；分錢
【搭配詞】50 cents / one cent / cent coin
【例句】This candy costs fifty cents.
{{tts en_US:This candy costs fifty cents.}}
【用法說明】cent 是貨幣單位，通常是一元的百分之一
【翻譯】這顆糖果要五十分。"
center,"{{tts en_US:center}}
【等級】Level 1
【翻譯】中心；使集中
【搭配詞】city center / shopping center / center of attention
【例句】Let's meet in the city center.
{{tts en_US:Let's meet in the city center.}}
【用法說明】center 可作名詞，也可作動詞
【翻譯】我們在市中心見吧。"
centimeter,"{{tts en_US:centimeter}}
【等級】Level 2
【翻譯】公分；厘米
【搭配詞】ten centimeters / centimeter ruler / one centimeter
【例句】The fish was about 20 centimeters long.
{{tts en_US:The fish was about 20 centimeters long.}}
【用法說明】centimeter 是長度單位
【翻譯】那條魚大約二十公分長。"
central,"{{tts en_US:central}}
【等級】Level 2
【翻譯】中心的；主要的
【搭配詞】central station / central issue / central role
【例句】This station is in a central location.
{{tts en_US:This station is in a central location.}}
【用法說明】central 可表示位於中心或很重要
【翻譯】這個車站的位置很中心。"
century,"{{tts en_US:century}}
【等級】Level 2
【翻譯】世紀；百年
【搭配詞】21st century / for centuries / century-old
【例句】This building is more than a century old.
{{tts en_US:This building is more than a century old.}}
【用法說明】century 指一百年
【翻譯】這棟建築已有超過一百年的歷史。"
ceramic,"{{tts en_US:ceramic}}
【等級】Level 6
【翻譯】陶瓷；陶瓷的
【搭配詞】ceramic bowl / ceramic tile / ceramic art
【例句】She bought a ceramic cup at the market.
{{tts en_US:She bought a ceramic cup at the market.}}
【用法說明】ceramic 可作名詞或形容詞
【翻譯】她在市場買了一個陶瓷杯。"
cereal,"{{tts en_US:cereal}}
【等級】Level 2
【翻譯】穀類；麥片
【搭配詞】breakfast cereal / cereal box / bowl of cereal
【例句】I usually eat cereal for breakfast.
{{tts en_US:I usually eat cereal for breakfast.}}
【用法說明】cereal 常指早餐麥片
【翻譯】我早餐通常吃麥片。"
ceremony,"{{tts en_US:ceremony}}
【等級】Level 5
【翻譯】典禮；儀式
【搭配詞】wedding ceremony / opening ceremony / award ceremony
【例句】The ceremony starts at three o'clock.
{{tts en_US:The ceremony starts at three o'clock.}}
【用法說明】ceremony 指正式儀式或典禮
【翻譯】典禮三點開始。"
certain,"{{tts en_US:certain}}
【等級】Level 1
【翻譯】確定的；某個
【搭配詞】be certain / certain people / for certain
【例句】I'm not certain about the date yet.
{{tts en_US:I'm not certain about the date yet.}}
【用法說明】certain 可表示確定，也可表示某些
【翻譯】我還不確定日期。"
certainty,"{{tts en_US:certainty}}
【等級】Level 5
【翻譯】確定；把握
【搭配詞】with certainty / sense of certainty / absolute certainty
【例句】Nobody can say with certainty what will happen.
{{tts en_US:Nobody can say with certainty what will happen.}}
【用法說明】certainty 指毫無疑問的確定感
【翻譯】沒有人能百分之百確定會發生什麼。"
certificate,"{{tts en_US:certificate}}
【等級】Level 5
【翻譯】證書；證明
【搭配詞】birth certificate / certificate of completion / certificate holder
【例句】She received a certificate after the course.
{{tts en_US:She received a certificate after the course.}}
【用法說明】certificate 指正式證明文件
【翻譯】她上完課後拿到一張證書。"
certify,"{{tts en_US:certify}}
【等級】Level 6
【翻譯】證明；認證
【搭配詞】certify that / certified teacher / certify a product
【例句】The report was certified as accurate.
{{tts en_US:The report was certified as accurate.}}
【用法說明】certify 表示正式證明或認證
【翻譯】這份報告被認證為準確。"
chain,"{{tts en_US:chain}}
【等級】Level 2
【翻譯】鏈子；連鎖；連接
【搭配詞】gold chain / chain store / chain reaction
【例句】This store is part of a national chain.
{{tts en_US:This store is part of a national chain.}}
【用法說明】chain 可指實體鏈條，也可指連鎖體系
【翻譯】這家店是全國連鎖品牌的一部分。"
chair,"{{tts en_US:chair}}
【等級】Level 1
【翻譯】椅子；主席
【搭配詞】sit on a chair / office chair / chair the meeting
【例句】He pulled up a chair and sat down.
{{tts en_US:He pulled up a chair and sat down.}}
【用法說明】chair 可指椅子，也可作動詞表示主持
【翻譯】他拉了張椅子坐下。"
chairwoman,"{{tts en_US:chairwoman}}
【等級】Level 6
【翻譯】女主席；女會長
【搭配詞】chairwoman of the board / elected chairwoman / former chairwoman
【例句】She was elected chairwoman last year.
{{tts en_US:She was elected chairwoman last year.}}
【用法說明】chairwoman 指女性主席或主持者
【翻譯】她去年被選為女主席。"
chalk,"{{tts en_US:chalk}}
【等級】Level 2
【翻譯】粉筆
【搭配詞】piece of chalk / chalk dust / write in chalk
【例句】The teacher wrote the answer in chalk.
{{tts en_US:The teacher wrote the answer in chalk.}}
【用法說明】chalk 指粉筆
【翻譯】老師用粉筆寫下答案。"
challenge,"{{tts en_US:challenge}}
【等級】Level 2
【翻譯】挑戰；向…挑戰
【搭配詞】face a challenge / take on a challenge / challenge yourself
【例句】Learning a new language can be a challenge.
{{tts en_US:Learning a new language can be a challenge.}}
【用法說明】challenge 可作名詞或動詞
【翻譯】學一門新語言可能是一項挑戰。"
chamber,"{{tts en_US:chamber}}
【等級】Level 4
【翻譯】房間；議院；室
【搭配詞】council chamber / gas chamber / chamber music
【例句】They met in a small chamber upstairs.
{{tts en_US:They met in a small chamber upstairs.}}
【用法說明】chamber 指較正式或特定用途的房間
【翻譯】他們在樓上一個小房間裡碰面。"
